#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 20.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.01616010395786538 4 8.662959211642505 9.869018859774917 3.0 0.06876758145008796 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.0161601039578654 4 8.662959211642505 9.869018859774917 3.0 0.06876758145008796 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.129 0.108 0.000209 0.101 0.0144 1.76e+03 1.24e+03 3.09e+05 1.37e+03 556 0.165 0.124 0.000949 0.115 0.0308
2.0161601039578656 4 8.662959211642505 9.869018859774917 3.0 0.06876758145008796 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.129 0.108 0.000209 0.101 0.0144 1.58e+03 1.12e+03 2.30e+05 1.23e+03 479 0.165 0.124 0.000949 0.115 0.0308
3.0161601039578656 7 12.116433759219978 12.292348610633523 5.0 0.044804278926719746 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 1.15 0.261 0.154 0.103 0.393 1.58e+03 642 4.76e+05 450 690 1.15 0.270 0.152 0.129 0.389
4.016160103957866 7 12.116433759219978 12.292348610633523 5.0 0.044804278926719746 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 1.15 0.261 0.154 0.103 0.393 990 248 1.33e+05 149 364 1.15 0.397 0.167 0.143 0.409
5.016160103957866 7 12.116433759219978 12.292348610633523 5.0 0.044804278926719746 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 1.15 0.261 0.154 0.103 0.393 2.77e+04 5.04e+03 1.02e+08 891 1.01e+04 1.15 0.397 0.167 0.143 0.409
6.016160103957866 7 12.116433759219978 12.292348610633523 5.0 0.044804278926719746 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 1.15 0.261 0.154 0.103 0.393 2.77e+04 5.04e+03 1.02e+08 891 1.01e+04 1.15 0.397 0.167 0.143 0.409
7.016160103957866 10 11.461562278685257 14.673596605736241 7.0 0.04827740850879668 4.0 5.0 2.8 1.1 2.5 1.0 3.00 0.900 2.10 0.00 1.45 13.8 2.13 19.0 0.136 4.36 2.77e+04 3.53e+03 7.37e+07 292 8.59e+03 13.8 2.22 18.7 0.588 4.32
8.016160103957866 10 11.461562278685257 14.673596605736241 7.0 0.04827740850879668 4.0 5.0 2.8 1.1 2.5 1.0 3.00 0.900 2.10 0.00 1.45 13.8 2.13 19.0 0.136 4.36 2.77e+04 3.53e+03 7.37e+07 292 8.59e+03 19.5 4.05 47.8 0.588 6.91
