#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 216.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.8172442448962751 4 9.263302277186664 12.310594210998273 3.0 0.1073503161906557 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.8172442448962751 4 9.263302277186664 12.310594210998273 3.0 0.1073503161906557 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.150 0.117 0.000504 0.109 0.0225 2.04e+03 1.36e+03 4.42e+05 1.48e+03 664 0.184 0.138 0.00133 0.131 0.0365
2.8172442448962753 4 9.263302277186664 12.310594210998273 3.0 0.1073503161906557 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.150 0.117 0.000504 0.109 0.0225 1.84e+03 1.24e+03 3.34e+05 1.33e+03 578 0.184 0.138 0.00133 0.131 0.0365
3.8172442448962753 7 8.75236037945415 14.115689817400165 5.0 0.07348110182312854 3.0 5.0 2.9 1.5 2.0 1.2 3.00 0.857 2.14 0.00 1.46 2.06 0.444 0.528 0.112 0.726 1.84e+03 707 6.04e+05 450 777 2.06 0.455 0.519 0.150 0.721
4.817244244896275 7 8.75236037945415 14.115689817400165 5.0 0.07348110182312854 3.0 5.0 2.9 1.5 2.0 1.2 3.00 0.857 2.14 0.00 1.46 2.06 0.444 0.528 0.112 0.726 1.70e+03 349 3.81e+05 141 617 2.06 0.720 0.574 0.460 0.757
5.817244244896275 7 8.75236037945415 14.115689817400165 5.0 0.07348110182312854 3.0 5.0 2.9 1.5 2.0 1.2 3.00 0.857 2.14 0.00 1.46 2.06 0.444 0.528 0.112 0.726 8.57e+04 1.59e+04 9.92e+08 1.53e+03 3.15e+04 2.06 0.720 0.574 0.460 0.757
6.817244244896275 7 8.75236037945415 14.115689817400165 5.0 0.07348110182312854 3.0 5.0 2.9 1.5 2.0 1.2 3.00 0.857 2.14 0.00 1.46 2.06 0.444 0.528 0.112 0.726 8.57e+04 1.59e+04 9.92e+08 1.53e+03 3.15e+04 2.06 0.720 0.574 0.460 0.757
7.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 4.12 55.1 0.305 7.43 8.57e+04 1.12e+04 7.20e+08 292 2.68e+04 20.0 4.32 53.6 1.09 7.32
8.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 5.48 67.4 0.305 8.21 8.57e+04 1.12e+04 7.20e+08 292 2.68e+04 51.7 10.6 272 1.09 16.5
9.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 5.48 67.4 0.305 8.21 8.57e+04 1.12e+04 7.20e+08 292 2.68e+04 51.7 13.2 286 8.23 16.9
10.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 5.48 67.4 0.305 8.21 1.19e+08 3.11e+07 2.54e+15 4.00e+03 5.04e+07 51.7 14.5 267 14.8 16.3
11.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 5.48 67.4 0.305 8.21 1.19e+08 3.01e+07 2.40e+15 4.00e+03 4.90e+07 51.7 14.5 267 14.8 16.3
12.0473411847984 10 9.54466832532447 16.8137065640277 7.0 0.07242454016492988 4.0 5.0 3.2 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 20.0 5.48 67.4 0.305 8.21 1.19e+08 3.01e+07 2.40e+15 4.00e+03 4.90e+07 51.7 14.5 267 14.8 16.3
