#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 22.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.5214439879256261 4 10.72042340146633 7.774787925107404 3.0 0.10299468207317401 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.521443987925626 4 10.72042340146633 7.774787925107404 3.0 0.10299468207317401 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 5.57e-07 0.101 0.000746 1.38e+03 1.14e+03 2.12e+05 1.36e+03 461 0.151 0.113 0.000636 0.101 0.0252
2.5214439879256263 4 10.72042340146633 7.774787925107404 3.0 0.10299468207317401 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 5.57e-07 0.101 0.000746 1.25e+03 1.04e+03 1.54e+05 1.23e+03 392 0.151 0.113 0.000636 0.101 0.0252
3.5214439879256263 7 13.770653871827317 10.457603939269775 5.0 0.05676749020912022 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 0.167 0.116 0.000745 0.101 0.0273 1.25e+03 593 3.85e+05 450 620 0.167 0.123 0.000850 0.101 0.0292
4.521443987925626 7 13.770653871827317 10.457603939269775 5.0 0.05676749020912022 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 0.167 0.116 0.000745 0.101 0.0273 450 156 3.10e+04 163 176 0.205 0.146 0.00225 0.143 0.0474
5.521443987925626 7 13.770653871827317 10.457603939269775 5.0 0.05676749020912022 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 0.167 0.116 0.000745 0.101 0.0273 1.30e+03 604 2.20e+05 450 469 0.205 0.146 0.00225 0.143 0.0474
6.521443987925626 7 13.770653871827317 10.457603939269775 5.0 0.05676749020912022 3.0 4.0 2.6 0.62 2.0 0.79 3.00 0.857 2.14 0.00 1.46 0.167 0.116 0.000745 0.101 0.0273 1.30e+03 604 2.20e+05 450 469 0.205 0.146 0.00225 0.143 0.0474
7.521443987925626 10 13.566487106326651 12.003044342062816 7.0 0.061739743554746825 4.0 5.0 3.2 1.7 3.0 1.3 3.00 0.900 2.10 0.00 1.45 1.49 0.301 0.198 0.101 0.445 1.30e+03 423 2.32e+05 216 481 1.49 0.322 0.191 0.155 0.437
8.521443987925625 10 13.566487106326651 12.003044342062816 7.0 0.061739743554746825 4.0 5.0 3.2 1.7 3.0 1.3 3.00 0.900 2.10 0.00 1.45 1.49 0.301 0.198 0.101 0.445 1.30e+03 423 2.32e+05 216 481 1.49 0.422 0.257 0.173 0.507
9.521443987925625 10 13.566487106326651 12.003044342062816 7.0 0.061739743554746825 4.0 5.0 3.2 1.7 3.0 1.3 3.00 0.900 2.10 0.00 1.45 1.49 0.301 0.198 0.101 0.445 1.30e+03 463 2.44e+05 282 494 1.49 0.498 0.250 0.299 0.500
10.521443987925625 10 13.566487106326651 12.003044342062816 7.0 0.061739743554746825 4.0 5.0 3.2 1.7 3.0 1.3 3.00 0.900 2.10 0.00 1.45 1.49 0.301 0.198 0.101 0.445 7.07e+04 1.08e+04 5.22e+08 564 2.28e+04 1.49 0.498 0.250 0.299 0.500
11.521443987925625 10 13.566487106326651 12.003044342062816 7.0 0.061739743554746825 4.0 5.0 3.2 1.7 3.0 1.3 3.00 0.900 2.10 0.00 1.45 1.49 0.301 0.198 0.101 0.445 7.07e+04 1.08e+04 5.22e+08 564 2.28e+04 1.49 0.498 0.250 0.299 0.500
