#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 174.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.16117064371029377 4 8.285842369952576 9.331656683936094 3.0 0.07829494756615099 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.1611706437102938 4 8.285842369952576 9.331656683936094 3.0 0.07829494756615099 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.129 0.108 0.000207 0.101 0.0144 1.76e+03 1.23e+03 3.08e+05 1.37e+03 555 0.165 0.124 0.000946 0.115 0.0308
2.1611706437102938 4 8.285842369952576 9.331656683936094 3.0 0.07829494756615099 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.129 0.108 0.000207 0.101 0.0144 1.58e+03 1.12e+03 2.29e+05 1.23e+03 478 0.165 0.124 0.000946 0.115 0.0308
3.1611706437102938 7 6.742810971433189 11.465062981688282 5.0 0.05549879379606917 3.0 4.0 2.0 1.3 2.0 1.2 3.00 0.857 2.14 0.00 1.46 1.40 0.294 0.238 0.101 0.488 1.58e+03 642 4.75e+05 450 689 1.40 0.303 0.235 0.127 0.484
4.161170643710294 7 6.742810971433189 11.465062981688282 5.0 0.05549879379606917 3.0 4.0 2.0 1.3 2.0 1.2 3.00 0.857 2.14 0.00 1.46 1.40 0.294 0.238 0.101 0.488 1.15e+03 271 1.76e+05 149 420 1.40 0.455 0.255 0.127 0.505
5.161170643710294 7 6.742810971433189 11.465062981688282 5.0 0.05549879379606917 3.0 4.0 2.0 1.3 2.0 1.2 3.00 0.857 2.14 0.00 1.46 1.40 0.294 0.238 0.101 0.488 3.92e+04 6.77e+03 2.07e+08 1.04e+03 1.44e+04 1.40 0.455 0.255 0.127 0.505
6.161170643710294 7 6.742810971433189 11.465062981688282 5.0 0.05549879379606917 3.0 4.0 2.0 1.3 2.0 1.2 3.00 0.857 2.14 0.00 1.46 1.40 0.294 0.238 0.101 0.488 3.92e+04 6.77e+03 2.07e+08 1.04e+03 1.44e+04 1.40 0.455 0.255 0.127 0.505
7.161170643710294 10 7.354728959452304 14.619364777908675 7.0 0.053578944280571666 4.0 4.0 2.2 1.3 2.0 1.1 3.00 0.900 2.10 0.00 1.45 17.8 3.02 31.6 0.128 5.62 3.92e+04 4.74e+03 1.49e+08 292 1.22e+04 17.8 3.14 30.9 0.679 5.56
8.161170643710294 10 7.354728959452304 14.619364777908675 7.0 0.053578944280571666 4.0 4.0 2.2 1.3 2.0 1.1 3.00 0.900 2.10 0.00 1.45 17.8 3.02 31.6 0.128 5.62 3.92e+04 4.74e+03 1.49e+08 292 1.22e+04 28.2 5.82 92.3 0.679 9.61
