#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 192.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.23456938687606965 4 9.15425990264006 11.885294988362471 3.0 0.09043174704608815 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.2345693868760697 4 9.15425990264006 11.885294988362471 3.0 0.09043174704608815 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.168 0.123 0.000997 0.112 0.0316 2.28e+03 1.44e+03 5.82e+05 1.52e+03 763 0.196 0.147 0.00185 0.146 0.0430
2.2345693868760694 4 9.15425990264006 11.885294988362471 3.0 0.09043174704608815 2.0 3.0 1.5 1.0 1.0 1.0 3.00 0.750 2.25 0.00 1.50 0.168 0.123 0.000997 0.112 0.0316 2.05e+03 1.31e+03 4.45e+05 1.37e+03 667 0.196 0.147 0.00185 0.146 0.0430
3.2345693868760694 7 8.83802957632844 14.73676146025169 5.0 0.08257818115547061 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 1.89 0.655 0.631 0.168 0.794 2.05e+03 749 7.14e+05 450 845 1.89 0.669 0.614 0.196 0.784
4.234569386876069 7 8.83802957632844 14.73676146025169 5.0 0.08257818115547061 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 1.89 0.655 0.631 0.168 0.794 2.51e+03 463 8.41e+05 126 917 2.19 1.10 0.748 1.21 0.865
5.234569386876069 7 8.83802957632844 14.73676146025169 5.0 0.08257818115547061 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 1.89 0.655 0.631 0.168 0.794 1.16e+05 3.62e+04 2.68e+09 2.26e+03 5.17e+04 2.19 1.10 0.748 1.21 0.865
6.234569386876069 7 8.83802957632844 14.73676146025169 5.0 0.08257818115547061 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 1.89 0.655 0.631 0.168 0.794 1.16e+05 3.62e+04 2.68e+09 2.26e+03 5.17e+04 2.19 1.10 0.748 1.21 0.865
7.234569386876069 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 1.16e+05 2.54e+04 2.09e+09 295 4.57e+04 26.5 5.41 80.6 1.80 8.98
8.23456938687607 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 1.16e+05 2.54e+04 2.09e+09 295 4.57e+04 46.4 9.87 244 1.94 15.6
9.23456938687607 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 1.16e+05 2.56e+04 2.08e+09 238 4.56e+04 46.4 13.4 245 7.91 15.7
10.23456938687607 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 5.84e+07 9.77e+06 4.13e+14 3.05e+03 2.03e+07 46.4 13.4 245 7.91 15.7
11.23456938687607 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 5.84e+07 9.77e+06 4.13e+14 3.05e+03 2.03e+07 46.4 13.4 245 7.91 15.7
12.23456938687607 10 8.12030168006289 17.227569898518965 7.0 0.058867528086611276 4.0 5.0 2.6 1.4 2.0 1.2 3.00 0.900 2.10 0.00 1.45 26.5 5.10 83.6 1.10 9.14 5.84e+07 9.77e+06 4.13e+14 3.05e+03 2.03e+07 46.4 13.4 245 7.91 15.7
