#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 169.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.5799103468864222 4 11.5383533197517 10.919282723924558 3.0 0.12117620771136356 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.5799103468864222 4 11.5383533197517 10.919282723924558 3.0 0.12117620771136356 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.118 0.105 7.63e-05 0.101 0.00874 1.61e+03 1.21e+03 2.66e+05 1.38e+03 516 0.160 0.120 0.000786 0.110 0.0280
2.579910346886422 4 11.5383533197517 10.919282723924558 3.0 0.12117620771136356 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.118 0.105 7.63e-05 0.101 0.00874 1.45e+03 1.10e+03 1.95e+05 1.24e+03 442 0.160 0.120 0.000786 0.110 0.0280
3.579910346886422 7 7.392168284650852 12.837426595139378 5.0 0.07082856159247619 3.0 4.0 2.9 0.48 3.0 0.69 3.00 0.857 2.14 0.00 1.46 0.232 0.128 0.00221 0.112 0.0471 1.45e+03 626 4.41e+05 450 664 0.232 0.136 0.00219 0.118 0.0468
4.579910346886422 7 7.392168284650852 12.837426595139378 5.0 0.07082856159247619 3.0 4.0 2.9 0.48 3.0 0.69 3.00 0.857 2.14 0.00 1.46 0.232 0.128 0.00221 0.112 0.0471 450 159 3.29e+04 154 181 0.241 0.162 0.00427 0.129 0.0654
5.579910346886422 7 7.392168284650852 12.837426595139378 5.0 0.07082856159247619 3.0 4.0 2.9 0.48 3.0 0.69 3.00 0.857 2.14 0.00 1.46 0.232 0.128 0.00221 0.112 0.0471 1.98e+03 727 4.50e+05 450 671 0.241 0.162 0.00427 0.129 0.0654
6.579910346886422 7 7.392168284650852 12.837426595139378 5.0 0.07082856159247619 3.0 4.0 2.9 0.48 3.0 0.69 3.00 0.857 2.14 0.00 1.46 0.232 0.128 0.00221 0.112 0.0471 1.98e+03 727 4.50e+05 450 671 0.241 0.162 0.00427 0.129 0.0654
7.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 1.98e+03 509 4.23e+05 228 651 1.69 0.311 0.237 0.142 0.486
8.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 1.98e+03 509 4.23e+05 228 651 1.69 0.399 0.299 0.142 0.547
9.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 1.98e+03 538 4.27e+05 278 653 1.69 0.467 0.297 0.142 0.545
10.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 6.05e+04 7.34e+03 3.53e+08 530 1.88e+04 1.69 0.467 0.297 0.142 0.545
11.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 6.05e+04 7.34e+03 3.53e+08 530 1.88e+04 1.69 0.467 0.297 0.142 0.545
12.579910346886422 10 4.832549154919751 14.695422796590117 7.0 0.048240653359266396 4.0 6.0 3.6 1.8 4.0 1.3 3.00 0.900 2.10 0.00 1.45 1.69 0.286 0.244 0.124 0.493 6.05e+04 7.34e+03 3.53e+08 530 1.88e+04 1.69 0.467 0.297 0.142 0.545
13.579910346886422 13 4.293570926117427 16.966467106969127 9.0 0.047201627476382776 5.0 6.0 3.4 2.3 4.0 1.5 3.00 0.923 2.08 0.00 1.44 23.7 3.29 52.9 0.129 7.28 6.05e+04 5.64e+03 2.75e+08 163 1.66e+04 23.7 3.43 52.1 0.447 7.22
