#####################################################################
# Alchemist log file - simulation started at: 2025-03-20T15:40+0000 #
#####################################################################
#
# seed = 119.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 500 500 0.00 500 0.00 NaN NaN NaN NaN NaN
0.6705812146479162 4 7.36082672979272 11.42580648745015 3.0 0.1610501552392919 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.101 0.101 0.00 0.101 0.00 450 113 5.06e+04 0.00 225 0.101 0.101 0.00 0.101 0.00
1.6705812146479162 4 7.36082672979272 11.42580648745015 3.0 0.1610501552392919 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.197 0.125 0.00230 0.101 0.0479 2.67e+03 1.47e+03 8.35e+05 1.38e+03 914 0.200 0.150 0.00316 0.149 0.0562
2.670581214647916 4 7.36082672979272 11.42580648745015 3.0 0.1610501552392919 2.0 3.0 2.0 0.67 2.0 0.82 3.00 0.750 2.25 0.00 1.50 0.197 0.125 0.00230 0.101 0.0479 2.41e+03 1.33e+03 6.49e+05 1.24e+03 806 0.200 0.150 0.00316 0.149 0.0562
3.670581214647916 7 8.497694244784645 14.373048334269601 5.0 0.08469804652670786 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 2.63 0.622 0.839 0.197 0.916 2.41e+03 763 8.33e+05 450 913 2.63 0.636 0.824 0.200 0.908
4.670581214647916 7 8.497694244784645 14.373048334269601 5.0 0.08469804652670786 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 2.63 0.622 0.839 0.197 0.916 2.39e+03 441 7.61e+05 124 873 2.63 1.05 0.972 0.661 0.986
5.670581214647916 7 8.497694244784645 14.373048334269601 5.0 0.08469804652670786 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 2.63 0.622 0.839 0.197 0.916 1.54e+05 3.25e+04 3.14e+09 2.15e+03 5.61e+04 2.63 1.05 0.972 0.661 0.986
6.670581214647916 7 8.497694244784645 14.373048334269601 5.0 0.08469804652670786 3.0 4.0 2.3 0.90 2.0 0.95 3.00 0.857 2.14 0.00 1.46 2.63 0.622 0.839 0.197 0.916 1.54e+05 3.25e+04 3.14e+09 2.15e+03 5.61e+04 2.63 1.05 0.972 0.661 0.986
7.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 1.54e+05 2.28e+04 2.34e+09 281 4.84e+04 33.8 8.47 168 1.64 13.0
8.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 1.54e+05 2.28e+04 2.34e+09 281 4.84e+04 77.4 15.9 630 1.64 25.1
9.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 1.54e+05 2.33e+04 2.32e+09 236 4.82e+04 77.4 22.1 628 17.8 25.1
10.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 3.11e+08 6.79e+07 1.46e+16 4.35e+03 1.21e+08 77.4 22.1 628 17.8 25.1
11.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 3.11e+08 6.79e+07 1.46e+16 4.35e+03 1.21e+08 77.4 22.1 628 17.8 25.1
12.670581214647916 10 8.741842331936898 17.232186001474126 7.0 0.07959726577408113 4.0 5.0 2.8 1.3 3.0 1.1 3.00 0.900 2.10 0.00 1.45 33.8 8.17 173 0.611 13.1 3.11e+08 6.79e+07 1.46e+16 4.35e+03 1.21e+08 77.4 22.1 628 17.8 25.1
13.670581214647916 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 3.11e+08 5.22e+07 1.18e+16 1.06e+03 1.09e+08 162 39.8 2.48e+03 21.7 49.8
14.670581214647916 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 3.11e+08 5.22e+07 1.18e+16 1.06e+03 1.09e+08 297 60.1 7.54e+03 21.7 86.8
15.670581214647916 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 3.11e+08 5.22e+07 1.18e+16 1.06e+03 1.09e+08 340 80.3 1.36e+04 21.7 117
16.670581214647918 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 3.11e+08 5.22e+07 1.18e+16 1.06e+03 1.09e+08 340 97.0 1.39e+04 29.6 118
17.670581214647918 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 5.42e+15 5.13e+14 2.29e+30 1.78e+03 1.51e+15 340 97.0 1.39e+04 29.6 118
18.670581214647918 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 5.42e+15 5.13e+14 2.29e+30 1.78e+03 1.51e+15 340 97.0 1.39e+04 29.6 118
19.670581214647918 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 5.42e+15 5.13e+14 2.29e+30 1.78e+03 1.51e+15 340 97.0 1.39e+04 29.6 118
20.670581214647918 13 9.858470948903376 19.68460685442248 9.0 0.06015897462774154 5.0 6.0 2.9 1.9 3.0 1.4 3.00 0.923 2.08 0.00 1.44 162 29.1 2.59e+03 2.63 50.9 5.42e+15 5.13e+14 2.29e+30 1.78e+03 1.51e+15 340 97.0 1.39e+04 29.6 118
21.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 66.6 9.11e+03 16.8 95.4 5.42e+15 4.17e+14 1.88e+30 766 1.37e+15 340 122 1.45e+04 105 120
22.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 5.42e+15 4.17e+14 1.88e+30 766 1.37e+15 782 166 4.24e+04 105 206
23.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 5.42e+15 4.17e+14 1.88e+30 766 1.37e+15 917 205 7.73e+04 105 278
24.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 5.42e+15 4.17e+14 1.88e+30 766 1.37e+15 961 244 1.13e+05 105 335
25.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 5.42e+15 4.17e+14 1.88e+30 766 1.37e+15 961 265 1.17e+05 105 342
26.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 3.37e+50 2.46e+49 7.09e+99 802 8.42e+49 961 276 1.15e+05 176 339
27.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 3.37e+50 2.44e+49 7.07e+99 802 8.41e+49 961 276 1.15e+05 176 339
28.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 3.37e+50 2.44e+49 7.07e+99 802 8.41e+49 961 276 1.15e+05 176 339
29.004587320793025 16 9.666169975325934 22.275490401600802 11.0 0.058989098843564756 6.0 6.0 3.1 1.7 3.0 1.3 3.00 0.938 2.06 0.00 1.44 290 72.5 1.09e+04 16.8 104 3.37e+50 2.44e+49 7.07e+99 802 8.41e+49 961 276 1.15e+05 176 339
