#####################################################################
# Alchemist log file - simulation started at: 2025-03-21T13:44+0000 #
#####################################################################
#
# seed = 224.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.8253338191255637 2 12.273377003403452 11.040075478220857 1.0 0.21146265694278288 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00128 0.00128 0.00 0.00128 0.00 NaN NaN NaN NaN NaN 0.00128 0.00128 0.00 0.00128 0.00 269 269 0.00 269 0.00
1.8253338191255637 3 9.8504298689418 10.622409925774226 2.0 0.13710528158338275 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00623 0.00293 8.15e-06 0.00128 0.00285 0.00 0.00 0.00 0.00 0.00 0.00751 0.00708 5.48e-07 0.00751 0.000740 269 180 2.42e+04 269 155
2.8253338191255635 6 9.618078792745534 10.309168660153034 3.0 0.04587953115001369 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.00623 0.00222 4.20e-06 0.00136 0.00205 162 74.2 7.48e+03 67.3 86.5 0.00814 0.00450 1.16e-05 0.00434 0.00341 269 139 1.46e+04 148 121
3.0509241225069106 10 11.106297084626442 10.756665092808806 5.0 0.027206289458198064 5.0 4.0 2.0 1.1 2.0 1.1 2.00 0.400 0.489 0.00 0.699 0.340 0.0371 0.0113 0.00195 0.106 213 43.6 5.21e+03 8.23 72.2 0.340 0.0382 0.0112 0.00301 0.106 269 75.2 1.06e+04 12.3 103
4.01846033214838 13 10.974773521492772 12.01322596007207 7.0 0.029080642741717705 5.0 4.0 2.3 1.2 2.0 1.1 3.00 0.692 1.06 0.00 1.03 0.938 0.128 0.0756 0.00245 0.275 95.6 14.0 863 0.0808 29.4 0.938 0.156 0.0768 0.0120 0.277 269 44.0 6.71e+03 0.162 81.9
5.014214126701021 16 11.053853253169763 13.36760503591181 8.0 0.03303817146059131 5.0 5.0 2.6 2.3 2.0 1.5 4.00 0.813 1.50 0.00 1.22 2.56 0.304 0.426 0.00458 0.653 73.9 14.3 532 2.30 23.1 2.56 0.489 0.514 0.162 0.717 269 44.4 6.34e+03 3.65 79.6
6.005642809336575 20 11.792183595773412 14.460464111670216 10.0 0.03618374920098067 6.0 6.0 3.1 2.8 3.0 1.7 4.00 0.850 1.40 0.00 1.18 8.49 1.10 4.91 0.0113 2.22 52.3 11.0 315 0.418 17.7 9.77 2.31 11.2 0.523 3.35 269 40.9 6.09e+03 0.518 78.0
7.005642809336575 25 10.570075791045353 15.472837896523327 14.0 0.04199591561181686 7.0 6.0 3.4 2.4 3.0 1.6 4.00 0.760 1.36 0.00 1.16 78.2 4.40 241 0.0657 15.5 73.8 8.94 304 0.210 17.4 78.2 5.99 242 0.771 15.6 269 30.0 4.22e+03 0.460 65.0
8.005642809336575 30 11.85719108552835 16.744670610026503 14.0 0.04202957166895849 7.0 6.0 3.7 2.4 3.0 1.5 5.00 0.833 1.45 0.00 1.21 79.3 6.43 392 0.231 19.8 54.7 6.80 200 0.0142 14.1 92.1 14.1 804 0.670 28.4 269 25.5 4.26e+03 0.0192 65.3
