#####################################################################
# Alchemist log file - simulation started at: 2025-03-21T13:44+0000 #
#####################################################################
#
# seed = 218.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.3041360478535966 2 12.301773248828617 10.975622832336839 1.0 0.22265144111868146 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00128 0.00128 0.00 0.00128 0.00 NaN NaN NaN NaN NaN 0.00128 0.00128 0.00 0.00128 0.00 269 269 0.00 269 0.00
1.3041360478535966 3 10.834872456556866 9.137709899747945 2.0 0.06897378116965915 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00547 0.00268 5.86e-06 0.00128 0.00242 0.00 0.00 0.00 0.00 0.00 0.00676 0.00633 5.48e-07 0.00676 0.000740 269 180 2.42e+04 269 155
2.3041360478535964 6 10.74426950484053 10.098327204752529 3.0 0.032457823511008746 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.0498 0.00965 0.000392 0.00128 0.0198 166 75.2 7.71e+03 67.3 87.8 0.0498 0.0115 0.000363 0.00612 0.0190 269 140 1.47e+04 150 121
3.3041360478535964 9 11.667129772168112 12.294532329501651 4.0 0.02928512758361561 5.0 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 3.64 0.441 1.44 0.00547 1.20 222 50.1 6.43e+03 0.136 80.2 3.64 0.466 1.42 0.0553 1.19 269 84.4 1.22e+04 0.272 110
4.304136047853596 14 12.092204745791326 13.36691573048877 7.0 0.032105415956265766 6.0 6.0 2.9 3.2 2.0 1.8 4.00 0.643 1.32 0.00 1.15 6.07 0.726 3.29 0.0122 1.81 68.2 15.3 631 0.00500 25.1 6.07 1.27 4.31 0.0777 2.08 269 42.9 5.88e+03 0.00749 76.7
5.304136047853596 16 11.092196671398403 14.404312862709794 8.0 0.02833456862201898 7.0 6.0 3.0 2.5 3.0 1.6 6.00 0.938 2.60 0.00 1.61 28.7 2.45 51.8 0.0326 7.20 77.2 14.3 834 0.552 28.9 28.7 3.34 53.8 0.192 7.34 269 45.3 7.63e+03 0.827 87.4
6.304136047853596 20 10.507241153354952 15.430995158085276 11.0 0.027930208365122895 8.0 7.0 3.7 4.3 3.5 2.1 6.00 0.800 1.96 0.00 1.40 28.7 2.69 43.4 0.0733 6.59 72.7 11.8 508 0.00229 22.5 34.8 5.48 96.5 0.229 9.82 269 39.3 6.33e+03 0.0945 79.6
7.304136047853596 25 9.558166401253043 17.43324889548091 14.0 0.026092611812185827 9.0 8.0 3.8 5.3 3.0 2.3 7.00 0.800 2.42 0.00 1.55 122 9.96 673 0.159 25.9 73.6 9.42 330 0.0682 18.2 122 13.9 739 0.310 27.2 269 33.8 5.28e+03 0.126 72.7
8.304136047853596 27 9.985618427162922 18.232573599299222 14.0 0.028180020757160695 9.0 8.0 3.8 4.6 3.0 2.2 7.00 0.963 2.58 0.00 1.60 148 16.0 1.34e+03 0.268 36.6 46.0 4.78 149 0.0709 12.2 157 33.1 2.28e+03 1.25 47.8 269 27.0 5.29e+03 0.0743 72.7
9.304136047853596 30 10.101083541046364 19.048859720076056 16.0 0.031311134174622994 9.0 8.0 4.1 4.5 4.0 2.1 7.00 0.867 2.26 0.00 1.50 148 19.2 1.39e+03 0.529 37.2 46.9 5.47 154 0.328 12.4 210 54.4 5.08e+03 16.6 71.3 269 25.3 4.43e+03 0.643 66.6
10.304136047853596 34 9.502993510835054 19.95531333476656 18.0 0.030671841431308813 9.0 9.0 4.5 5.0 5.0 2.2 7.00 0.853 2.19 0.00 1.48 148 24.3 1.69e+03 1.00 41.1 53.1 6.35 176 0.285 13.3 249 71.6 7.58e+03 28.2 87.1 269 26.2 4.25e+03 0.634 65.2
11.304136047853596 40 9.373461652817 21.06487414263903 23.0 0.036084519330951546 10.0 10 4.9 7.4 5.0 2.7 7.00 0.825 2.10 0.00 1.45 310 34.0 4.26e+03 2.50 65.2 47.1 6.04 115 0.157 10.7 310 90.1 1.25e+04 17.9 112 269 25.1 3.59e+03 0.493 59.9
