#####################################################################
# Alchemist log file - simulation started at: 2025-03-21T13:45+0000 #
#####################################################################
#
# seed = 377.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.7905645370936105 2 12.383746859556314 9.246507525216469 1.0 0.2783754621955091 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00128 0.00128 0.00 0.00128 0.00 NaN NaN NaN NaN NaN 0.00128 0.00128 0.00 0.00128 0.00 269 269 0.00 269 0.00
1.7905645370936105 3 11.343672648383802 11.146159321498502 2.0 0.0844735474281535 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00128 0.000912 4.11e-07 0.00128 0.000641 0.00 0.00 0.00 0.00 0.00 0.00145 0.00103 5.48e-07 0.00145 0.000740 269 180 2.42e+04 269 155
2.7905645370936103 6 11.467635417422784 10.361315641381927 3.0 0.0338724418290979 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.596 0.118 0.0567 0.00128 0.238 1.14e+03 318 3.02e+05 67.3 549 0.596 0.154 0.0497 0.110 0.223 1.14e+03 302 1.82e+05 202 426
3.7905645370936103 9 10.569809498060893 11.626854798874358 4.0 0.02976599306370538 5.0 3.0 2.2 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 3.28 0.483 1.15 0.00128 1.07 182 45.1 4.68e+03 0.141 68.4 3.28 0.627 1.09 0.354 1.04 269 80.0 1.10e+04 0.283 105
4.007880130313609 13 8.699367530518352 13.985083644383455 8.0 0.030694680520049485 6.0 4.0 2.6 0.76 3.0 0.87 3.00 0.692 1.06 0.00 1.03 5.52 0.876 2.76 0.109 1.66 114 16.8 1.30e+03 0.00875 36.1 5.52 1.26 3.29 0.454 1.81 269 47.4 8.13e+03 0.0284 90.2
5.007880130313609 16 8.984982475447879 14.890780998257744 8.0 0.037778068332368596 6.0 5.0 3.3 1.4 3.0 1.2 3.00 0.750 1.53 0.00 1.24 5.52 0.946 2.50 0.239 1.58 106 13.5 844 0.116 29.1 6.50 1.92 5.02 0.902 2.24 269 40.4 6.67e+03 0.403 81.7
6.007880130313609 19 8.481127046859385 16.454089463544403 11.0 0.04013540969742846 6.0 6.0 3.4 1.8 3.0 1.3 3.00 0.842 1.25 0.00 1.12 56.1 5.96 237 0.354 15.4 50.5 8.28 202 0.156 14.2 56.1 7.43 228 1.39 15.1 269 37.5 5.66e+03 0.309 75.3
7.007880130313609 25 9.384891465526191 17.704973504760495 12.0 0.045126838217549765 7.0 7.0 3.7 3.1 3.0 1.7 4.00 0.720 1.54 0.00 1.24 79.6 10.4 499 0.596 22.3 40.4 8.18 133 0.813 11.5 79.6 15.9 606 2.86 24.6 269 30.7 4.33e+03 1.39 65.8
8.007880130313609 27 9.433271345649473 18.172938634477486 15.0 0.048736985274953744 7.0 7.0 3.9 2.6 4.0 1.6 4.00 0.926 1.61 0.00 1.27 79.6 13.8 654 0.773 25.6 42.1 9.27 259 0.584 16.1 121 28.2 1.45e+03 4.66 38.0 269 31.3 4.40e+03 0.984 66.3
9.007880130313609 30 9.546052099999114 19.463467502180574 16.0 0.04494088562919783 8.0 7.0 3.9 2.8 4.0 1.7 5.00 0.933 1.72 0.00 1.31 135 21.0 1.37e+03 0.939 37.0 40.4 6.26 114 0.451 10.7 156 45.0 3.06e+03 7.92 55.4 269 27.7 3.83e+03 1.04 61.9
10.007880130313609 33 9.662010178180557 19.860611570502417 18.0 0.04943497419211762 8.0 8.0 4.4 3.7 4.0 1.9 5.00 0.909 1.59 0.00 1.26 162 27.8 2.16e+03 2.77 46.4 50.0 6.19 140 0.443 11.8 241 74.4 7.56e+03 10.6 87.0 269 25.1 3.50e+03 1.33 59.1
11.007880130313609 36 9.624295082866427 20.746722445674393 20.0 0.0522925701580493 8.0 8.0 4.6 4.1 5.0 2.0 5.00 0.917 1.68 0.00 1.30 331 35.3 4.50e+03 2.86 67.1 40.4 5.65 94.1 0.650 9.70 394 97.5 1.56e+04 10.6 125 269 24.0 3.21e+03 1.42 56.6
12.007880130313609 39 9.46128313320276 21.31882420648484 22.0 0.05665028433788674 8.0 8.0 4.7 3.9 5.0 2.0 6.00 0.923 1.81 0.00 1.35 331 39.4 4.59e+03 3.28 67.7 40.4 5.28 97.9 0.984 9.89 572 144 3.52e+04 34.3 188 269 22.1 3.00e+03 1.19 54.8
13.007880130313609 39 9.46128313320276 21.31882420648484 21.0 0.05665028433788674 8.0 8.0 4.7 3.9 5.0 2.0 6.00 0.974 2.08 0.00 1.44 331 38.4 4.55e+03 3.28 67.4 45.7 5.06 104 1.20 10.2 884 161 5.47e+04 34.3 234 269 21.5 2.99e+03 1.88 54.7
14.007880130313609 40 9.726843759390803 21.64746514878787 22.0 0.056913957598897814 8.0 8.0 4.7 4.1 5.0 2.0 6.00 0.950 1.95 0.00 1.40 331 38.6 4.43e+03 4.06 66.6 43.7 5.20 98.5 1.26 9.93 981 187 8.25e+04 34.3 287 269 21.4 2.92e+03 1.88 54.0
15.007880130313609 41 9.659853942875419 22.024141044189356 22.0 0.0537673533568607 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.951 1.95 0.00 1.40 331 44.1 5.55e+03 4.84 74.5 57.4 5.04 122 1.12 11.0 1.25e+03 211 1.07e+05 34.4 328 269 20.6 2.93e+03 1.79 54.1
16.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.952 1.90 0.00 1.38 331 49.6 6.71e+03 5.18 81.9 50.0 4.96 105 1.26 10.2 1.50e+03 232 1.35e+05 35.7 368 269 20.6 2.82e+03 1.54 53.1
17.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 49.8 4.93 104 1.34 10.2 1.51e+03 265 1.83e+05 35.7 428 269 20.5 2.82e+03 1.59 53.1
18.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 50.9 4.85 106 0.694 10.3 1.54e+03 279 2.12e+05 35.7 460 269 20.5 2.83e+03 1.58 53.2
19.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 50.9 4.93 106 0.814 10.3 1.54e+03 293 2.39e+05 35.7 489 269 20.6 2.83e+03 1.53 53.2
20.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.89 123 0.814 11.1 2.08e+03 305 2.79e+05 35.7 528 269 20.4 2.89e+03 1.46 53.7
21.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.93 123 0.938 11.1 2.08e+03 318 3.19e+05 35.7 565 269 20.5 2.89e+03 1.17 53.7
22.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.93 123 0.938 11.1 2.08e+03 318 3.19e+05 35.7 565 269 20.5 2.89e+03 1.17 53.7
23.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.93 123 0.938 11.1 2.08e+03 318 3.19e+05 35.7 565 269 20.5 2.89e+03 1.17 53.7
24.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.93 123 0.938 11.1 2.08e+03 318 3.19e+05 35.7 565 269 20.5 2.89e+03 1.17 53.7
25.00788013031361 42 9.736449693414556 22.370773488676168 23.0 0.055078752219223155 9.0 8.0 4.6 4.2 5.0 2.0 6.00 0.976 1.98 0.00 1.41 331 49.6 6.71e+03 5.18 81.9 58.6 4.93 123 0.938 11.1 2.08e+03 318 3.19e+05 35.7 565 269 20.5 2.89e+03 1.17 53.7
