#####################################################################
# Alchemist log file - simulation started at: 2025-03-21T13:44+0000 #
#####################################################################
#
# seed = 32.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6392501115114819 2 10.86046264346177 12.34725457486119 1.0 0.2475584698943861 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00128 0.00128 0.00 0.00128 0.00 NaN NaN NaN NaN NaN 0.00128 0.00128 0.00 0.00128 0.00 269 269 0.00 269 0.00
1.639250111511482 3 9.684715030510807 10.155018294523524 2.0 0.0766171520925542 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0850 0.0292 0.00234 0.00128 0.0484 0.00 0.00 0.00 0.00 0.00 0.0863 0.0859 5.48e-07 0.0863 0.000740 269 180 2.42e+04 269 155
2.639250111511482 6 8.609551066224839 11.706463226045864 3.0 0.04470911417393175 4.0 3.0 2.3 0.67 2.5 0.82 2.00 0.667 1.07 0.00 1.03 2.91 0.500 1.40 0.00128 1.18 137 67.8 6.13e+03 67.3 78.3 2.91 0.528 1.36 0.0857 1.17 269 135 1.45e+04 136 120
3.639250111511482 9 8.227121923612764 13.391864394917974 4.0 0.06655716493692483 4.0 6.0 3.1 2.1 3.0 1.5 3.00 0.556 1.03 0.00 1.01 3.04 0.731 1.63 0.0850 1.28 182 45.2 4.71e+03 0.0120 68.6 3.11 1.40 2.36 0.406 1.54 269 80.1 1.10e+04 0.0239 105
4.6392501115114815 12 9.411862552872298 14.812503819766668 6.0 0.05466121322809322 5.0 6.0 3.3 2.6 3.0 1.6 3.00 0.750 1.11 0.00 1.06 27.2 4.18 74.3 0.0996 8.62 66.2 15.0 711 0.000437 26.7 27.2 5.29 70.3 1.79 8.38 269 50.1 8.06e+03 0.123 89.8
5.6392501115114815 15 10.409591948410748 16.73530249705601 7.0 0.04118711800810477 6.0 6.0 3.5 3.6 4.0 1.9 4.00 0.800 1.60 0.00 1.26 77.5 11.0 463 0.406 21.5 46.3 14.0 330 2.62 18.2 77.5 14.8 454 6.44 21.3 269 45.7 6.28e+03 4.69 79.3
6.6392501115114815 20 10.893403229040711 17.96172845702655 9.0 0.044525564061081185 7.0 7.0 3.5 4.2 3.5 2.0 4.00 0.700 1.17 0.00 1.08 131 15.5 1.09e+03 0.869 33.1 66.2 11.3 303 5.44 17.4 131 28.4 1.50e+03 7.18 38.8 269 36.4 5.15e+03 7.99 71.7
7.6392501115114815 25 11.535908310684064 19.52657562296016 11.0 0.048399999001349406 7.0 9.0 4.3 5.6 4.0 2.4 4.00 0.760 1.19 0.00 1.09 131 20.2 1.39e+03 2.91 37.3 53.3 8.97 183 1.03 13.5 166 42.4 2.80e+03 12.3 53.0 269 32.8 4.58e+03 2.33 67.7
8.639250111511481 30 11.118533069890303 21.50687882802141 14.0 0.04555625057512763 8.0 9.0 4.3 5.7 4.0 2.4 4.00 0.800 1.13 0.00 1.06 242 34.5 3.21e+03 7.18 56.6 53.5 7.38 177 0.741 13.3 258 69.7 6.50e+03 36.0 80.6 269 28.0 4.03e+03 1.27 63.5
9.639250111511481 30 11.118533069890303 21.50687882802141 13.0 0.04555625057512763 8.0 9.0 4.3 5.7 4.0 2.4 4.00 1.10 1.47 1.00 1.21 242 34.5 3.21e+03 7.18 56.6 42.9 6.39 104 1.48 10.2 499 112 2.15e+04 40.5 147 269 29.1 4.02e+03 3.85 63.4
10.639250111511481 31 10.720723489440015 21.798250461111543 14.0 0.045515930059771774 8.0 9.0 4.3 5.4 4.0 2.3 4.00 0.935 1.40 1.00 1.18 242 34.0 3.11e+03 10.7 55.7 43.0 7.01 109 2.69 10.4 950 135 4.40e+04 38.0 210 269 28.4 3.90e+03 3.69 62.5
