#####################################################################
# Alchemist log file - simulation started at: 2025-03-21T13:44+0000 #
#####################################################################
#
# seed = 289.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6344664637653077 2 7.549765204601549 9.503663977311025 1.0 0.4111369456678034 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00128 0.00128 0.00 0.00128 0.00 NaN NaN NaN NaN NaN 0.00128 0.00128 0.00 0.00128 0.00 269 269 0.00 269 0.00
1.6344664637653077 3 9.915487701127285 9.053929440649162 2.0 0.17026001075808814 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00128 0.000951 3.29e-07 0.00128 0.000574 0.00 0.00 0.00 0.00 0.00 0.00157 0.00114 5.48e-07 0.00157 0.000740 269 180 2.42e+04 269 155
2.6344664637653077 6 11.36414280127037 7.589192936002749 3.0 0.06785756847604109 4.0 3.0 2.0 0.80 2.0 0.89 2.00 0.667 1.07 0.00 1.03 0.00128 0.000497 3.81e-07 0.000206 0.000617 734 217 1.23e+05 67.3 350 0.00169 0.000634 6.84e-07 0.000206 0.000827 734 234 7.43e+04 202 273
3.6344664637653077 11 11.327030727591815 7.764093725393784 5.0 0.06863713462521354 5.0 5.0 2.7 1.6 3.0 1.3 3.00 0.455 0.873 0.00 0.934 0.0103 0.00120 9.24e-06 0.000123 0.00304 739 91.9 5.24e+04 13.4 229 0.0103 0.00125 9.26e-06 0.000129 0.00304 739 116 4.94e+04 26.8 222
4.634466463765308 16 10.619776947085631 7.290679551972314 8.0 0.07165784451377791 6.0 5.0 2.9 2.0 3.0 1.4 5.00 0.750 1.80 0.00 1.34 0.0103 0.00105 6.69e-06 0.000101 0.00259 45.9 10.1 229 0.00 15.1 0.0225 0.00310 3.86e-05 0.000246 0.00622 269 35.4 4.90e+03 0.00994 70.0
5.634466463765308 20 12.046508032665717 8.234709059476467 9.0 0.05442029513232863 6.0 5.0 3.0 2.1 3.0 1.5 5.00 0.800 1.64 0.00 1.28 0.523 0.0317 0.0138 0.000162 0.117 109 11.7 687 0.212 26.2 0.523 0.0328 0.0137 0.000353 0.117 269 29.8 4.35e+03 0.636 66.0
6.634466463765308 25 11.747231748492805 9.080735791716862 12.0 0.04113868956190205 7.0 7.0 3.4 3.4 3.0 1.8 5.00 0.760 1.36 0.00 1.16 11.6 0.488 5.33 0.000200 2.31 73.1 9.07 419 0.529 20.5 11.6 0.534 5.30 0.000504 2.30 269 25.8 3.68e+03 0.571 60.7
7.634466463765308 27 11.501665695933864 10.172073958511296 12.0 0.035622999042813026 7.0 7.0 3.3 3.2 3.0 1.8 7.00 1.00 2.31 1.00 1.52 94.7 4.13 333 0.000288 18.2 82.5 8.58 592 0.000602 24.3 94.7 4.62 334 0.000794 18.3 269 27.5 5.21e+03 0.00135 72.2
8.634466463765307 32 11.58237110086107 11.845991758239073 15.0 0.03532448584229906 8.0 8.0 3.9 4.5 4.0 2.1 7.00 0.813 1.90 0.00 1.38 277 13.4 2.64e+03 0.00103 51.4 85.6 6.61 295 0.0210 17.2 277 17.7 2.88e+03 0.00104 53.7 269 20.9 3.27e+03 0.0530 57.2
